S/N,HOSTEL NAME,ROOM TYPE,PRICE (GHS),DISTANCE FROM CAMPUS(min walk to Campus),WATER,WIFI,SECURITY,TV ROOM,STUDY ROOM
899,BOADI JUNCTION,3 in 1,6400,12,No,Yes,No,Yes,No
899,BOADI JUNCTION,1 in 1,8000,12,No,Yes,No,Yes,No
900,SUNSET CHAMBERS,2 in 1,5400,55,Yes,Yes,Yes,No,No
900,SUNSET CHAMBERS,1 in 1,8900,55,Yes,Yes,Yes,No,No
900,SUNSET CHAMBERS,4 in 1,4700,55,Yes,Yes,Yes,No,No
900,SUNSET CHAMBERS,3 in 1,5000,55,Yes,Yes,Yes,No,No
901,BOADI CHAMBERS,1 in 1,6000,30,Yes,No,No,Yes,No
901,BOADI CHAMBERS,4 in 1,5500,30,Yes,No,No,Yes,No
901,BOADI CHAMBERS,2 in 1,9800,30,Yes,No,No,Yes,No
902,FAITH VIEW,1 in 1,9800,11,Yes,Yes,No,Yes,No
902,FAITH VIEW,4 in 1,4800,11,Yes,Yes,No,Yes,No
903,DIAMOND APARTMENTS,3 in 1,5800,55,Yes,Yes,No,No,No
903,DIAMOND APARTMENTS,2 in 1,8200,55,Yes,Yes,No,No,No
904,KENTINKRONO VILLAGE,4 in 1,4000,50,Yes,No,Yes,Yes,No
904,KENTINKRONO VILLAGE,2 in 1,8000,50,Yes,No,Yes,Yes,No
905,RUBY JUNCTION,1 in 1,9100,40,Yes,Yes,Yes,No,No
905,RUBY JUNCTION,2 in 1,9200,40,Yes,Yes,Yes,No,No
906,MAYFAIR LODGE,3 in 1,6500,35,No,Yes,No,No,No
906,MAYFAIR LODGE,4 in 1,5200,35,No,Yes,No,No,No
907,PRIME POINT,2 in 1,6300,14,Yes,Yes,Yes,No,Yes
907,PRIME POINT,3 in 1,5500,14,Yes,Yes,Yes,No,Yes
908,GOLD ANNEX,4 in 1,5200,30,Yes,Yes,Yes,No,Yes
908,GOLD ANNEX,2 in 1,8000,30,Yes,Yes,Yes,No,Yes
909,SUNRISE SUITES,2 in 1,8800,10,Yes,Yes,Yes,No,No
909,SUNRISE SUITES,1 in 1,7600,10,Yes,Yes,Yes,No,No
909,SUNRISE SUITES,3 in 1,8800,10,Yes,Yes,Yes,No,No
909,SUNRISE SUITES,4 in 1,5100,10,Yes,Yes,Yes,No,No
910,VICTORY VIEW,3 in 1,6600,55,No,No,Yes,Yes,No
910,VICTORY VIEW,2 in 1,6500,55,No,No,Yes,Yes,No
910,VICTORY VIEW,1 in 1,6100,55,No,No,Yes,Yes,No
910,VICTORY VIEW,4 in 1,6800,55,No,No,Yes,Yes,No
911,PRIME LODGE HOSTEL,1 in 1,9100,8,Yes,Yes,No,Yes,No
911,PRIME LODGE HOSTEL,3 in 1,6300,8,Yes,Yes,No,Yes,No
912,OXFORD GARDENS,2 in 1,7600,9,Yes,No,Yes,No,No
912,OXFORD GARDENS,4 in 1,6300,9,Yes,No,Yes,No,No
912,OXFORD GARDENS,1 in 1,6900,9,Yes,No,Yes,No,No
912,OXFORD GARDENS,3 in 1,5900,9,Yes,No,Yes,No,No
913,VALLEY PLAZA,4 in 1,6700,10,No,No,Yes,No,Yes
913,VALLEY PLAZA,3 in 1,4800,10,No,No,Yes,No,Yes
914,OFORIKROM MANOR,3 in 1,7100,14,Yes,Yes,Yes,Yes,No
914,OFORIKROM MANOR,2 in 1,5700,14,Yes,Yes,Yes,Yes,No
914,OFORIKROM MANOR,4 in 1,6200,14,Yes,Yes,Yes,Yes,No
915,ATLANTIC TOWERS,1 in 1,8400,8,Yes,Yes,Yes,Yes,Yes
915,ATLANTIC TOWERS,4 in 1,3100,8,Yes,Yes,Yes,Yes,Yes
916,PEARL LODGE HOSTEL,1 in 1,9500,10,Yes,Yes,No,Yes,No
916,PEARL LODGE HOSTEL,4 in 1,4400,10,Yes,Yes,No,Yes,No
917,PRIME ANNEX,1 in 1,7600,4,No,No,Yes,No,No
917,PRIME ANNEX,4 in 1,5800,4,No,No,Yes,No,No
918,SUNSET INN,4 in 1,7200,7,Yes,Yes,No,No,Yes
918,SUNSET INN,3 in 1,5200,7,Yes,Yes,No,No,Yes
918,SUNSET INN,2 in 1,7600,7,Yes,Yes,No,No,Yes
919,OPAL CORNER,3 in 1,7300,8,Yes,No,Yes,No,No
919,OPAL CORNER,1 in 1,9100,8,Yes,No,Yes,No,No
919,OPAL CORNER,2 in 1,7800,8,Yes,No,Yes,No,No
920,KOTEI VIEW,1 in 1,8100,35,Yes,No,No,Yes,No
920,KOTEI VIEW,4 in 1,4300,35,Yes,No,No,Yes,No
920,KOTEI VIEW,3 in 1,6800,35,Yes,No,No,Yes,No
921,COMFORT HOSTEL,1 in 1,7400,55,Yes,Yes,Yes,No,Yes
921,COMFORT HOSTEL,2 in 1,5000,55,Yes,Yes,Yes,No,Yes
922,GARDEN HEIGHTS,4 in 1,6200,40,Yes,Yes,Yes,No,No
922,GARDEN HEIGHTS,2 in 1,8800,40,Yes,Yes,Yes,No,No
923,IMPERIAL LODGE HOSTEL,3 in 1,4000,12,No,No,No,No,Yes
923,IMPERIAL LODGE HOSTEL,4 in 1,4000,12,No,No,No,No,Yes
924,ELITE COURT,3 in 1,7600,4,Yes,Yes,Yes,Yes,No
924,ELITE COURT,1 in 1,9800,4,Yes,Yes,Yes,Yes,No
924,ELITE COURT,4 in 1,5500,4,Yes,Yes,Yes,Yes,No
925,SAPPHIRE APARTMENTS,2 in 1,6500,13,Yes,Yes,Yes,No,No
925,SAPPHIRE APARTMENTS,3 in 1,6400,13,Yes,Yes,Yes,No,No
926,KENTINKRONO VILLA,2 in 1,9400,50,Yes,Yes,Yes,No,Yes
926,KENTINKRONO VILLA,3 in 1,5700,50,Yes,Yes,Yes,No,Yes
927,NOBLE HAVEN,4 in 1,4300,50,Yes,Yes,Yes,No,No
927,NOBLE HAVEN,3 in 1,6000,50,Yes,Yes,Yes,No,No
927,NOBLE HAVEN,1 in 1,7500,50,Yes,Yes,Yes,No,No
927,NOBLE HAVEN,2 in 1,7700,50,Yes,Yes,Yes,No,No
928,EAGLE VILLAGE,4 in 1,7900,6,Yes,No,Yes,Yes,Yes
928,EAGLE VILLAGE,1 in 1,8700,6,Yes,No,Yes,Yes,Yes
929,ATLANTIC VILLA,4 in 1,5100,20,Yes,No,Yes,Yes,Yes
929,ATLANTIC VILLA,3 in 1,6200,20,Yes,No,Yes,Yes,Yes
929,ATLANTIC VILLA,2 in 1,5400,20,Yes,No,Yes,Yes,Yes
929,ATLANTIC VILLA,1 in 1,9300,20,Yes,No,Yes,Yes,Yes
930,ATLANTIC JUNCTION,4 in 1,5400,12,Yes,No,Yes,No,No
930,ATLANTIC JUNCTION,2 in 1,7300,12,Yes,No,Yes,No,No
930,ATLANTIC JUNCTION,3 in 1,9500,12,Yes,No,Yes,No,No
930,ATLANTIC JUNCTION,1 in 1,8700,12,Yes,No,Yes,No,No
931,NORTHERN PLAZA,4 in 1,4400,12,Yes,Yes,No,Yes,No
931,NORTHERN PLAZA,3 in 1,6000,12,Yes,Yes,No,Yes,No
932,CRYSTAL VIEW,2 in 1,9100,8,Yes,Yes,Yes,Yes,No
932,CRYSTAL VIEW,4 in 1,5700,8,Yes,Yes,Yes,Yes,No
932,CRYSTAL VIEW,3 in 1,4600,8,Yes,Yes,Yes,Yes,No
933,PALM VILLA,4 in 1,6900,9,Yes,Yes,Yes,No,No
933,PALM VILLA,2 in 1,6600,9,Yes,Yes,Yes,No,No
933,PALM VILLA,1 in 1,9800,9,Yes,Yes,Yes,No,No
933,PALM VILLA,3 in 1,8200,9,Yes,Yes,Yes,No,No
934,BRONZE VILLA,2 in 1,6900,14,Yes,Yes,No,No,No
934,BRONZE VILLA,4 in 1,7400,14,Yes,Yes,No,No,No
934,BRONZE VILLA,1 in 1,8500,14,Yes,Yes,No,No,No
935,MAYFAIR HEIGHTS,2 in 1,8700,13,Yes,No,Yes,No,Yes
935,MAYFAIR HEIGHTS,4 in 1,6200,13,Yes,No,Yes,No,Yes
935,MAYFAIR HEIGHTS,1 in 1,7600,13,Yes,No,Yes,No,Yes
935,MAYFAIR HEIGHTS,3 in 1,5700,13,Yes,No,Yes,No,Yes
936,SPRING HEIGHTS,2 in 1,9000,8,Yes,No,Yes,No,Yes
936,SPRING HEIGHTS,1 in 1,8100,8,Yes,No,Yes,No,Yes
937,DIAMOND MANOR,2 in 1,7000,6,Yes,No,Yes,No,Yes
937,DIAMOND MANOR,1 in 1,7500,6,Yes,No,Yes,No,Yes
938,PACIFIC SUITES,2 in 1,8100,14,Yes,No,No,No,Yes
938,PACIFIC SUITES,1 in 1,9800,14,Yes,No,No,No,Yes
939,BRONZE GARDENS,1 in 1,7400,55,Yes,Yes,Yes,No,No
939,BRONZE GARDENS,3 in 1,6700,55,Yes,Yes,Yes,No,No
939,BRONZE GARDENS,2 in 1,9500,55,Yes,Yes,Yes,No,No
939,BRONZE GARDENS,4 in 1,5400,55,Yes,Yes,Yes,No,No
940,ATLANTIC LODGE,3 in 1,7300,8,Yes,No,Yes,Yes,Yes
940,ATLANTIC LODGE,2 in 1,6100,8,Yes,No,Yes,Yes,Yes
941,PALM ESTATE,1 in 1,8800,30,Yes,Yes,Yes,No,Yes
941,PALM ESTATE,3 in 1,6400,30,Yes,Yes,Yes,No,Yes
942,GLOBAL SUITES,4 in 1,7000,110,Yes,Yes,Yes,No,Yes
942,GLOBAL SUITES,1 in 1,9600,110,Yes,Yes,Yes,No,Yes
943,OPAL HEIGHTS,3 in 1,9500,11,Yes,Yes,Yes,No,No
943,OPAL HEIGHTS,2 in 1,8300,11,Yes,Yes,Yes,No,No
944,PACIFIC HEIGHTS,1 in 1,8700,70,No,Yes,No,No,No
944,PACIFIC HEIGHTS,4 in 1,5800,70,No,Yes,No,No,No
945,HOPE HOSTEL,1 in 1,8100,9,Yes,Yes,Yes,No,No
945,HOPE HOSTEL,3 in 1,7200,9,Yes,Yes,Yes,No,No
945,HOPE HOSTEL,2 in 1,7100,9,Yes,Yes,Yes,No,No
946,CLASSIC VILLAGE,1 in 1,8600,11,Yes,Yes,Yes,No,No
946,CLASSIC VILLAGE,2 in 1,9400,11,Yes,Yes,Yes,No,No
947,EMENA PARK,3 in 1,5200,10,Yes,No,Yes,No,Yes
947,EMENA PARK,4 in 1,7200,10,Yes,No,Yes,No,Yes
947,EMENA PARK,1 in 1,9700,10,Yes,No,Yes,No,Yes
948,BOMSO COMPLEX,4 in 1,5300,80,No,No,No,Yes,No
948,BOMSO COMPLEX,2 in 1,5000,80,No,No,No,Yes,No
949,REGAL COURT,1 in 1,7800,10,Yes,No,Yes,Yes,No
949,REGAL COURT,4 in 1,7400,10,Yes,No,Yes,Yes,No
949,REGAL COURT,2 in 1,7500,10,Yes,No,Yes,Yes,No
950,JADE PLAZA,2 in 1,6200,7,Yes,Yes,Yes,Yes,Yes
950,JADE PLAZA,1 in 1,7900,7,Yes,Yes,Yes,Yes,Yes
950,JADE PLAZA,4 in 1,6800,7,Yes,Yes,Yes,Yes,Yes
950,JADE PLAZA,3 in 1,7500,7,Yes,Yes,Yes,Yes,Yes
951,COMFORT JUNCTION,1 in 1,8200,6,Yes,No,Yes,Yes,Yes
951,COMFORT JUNCTION,3 in 1,6100,6,Yes,No,Yes,Yes,Yes
951,COMFORT JUNCTION,2 in 1,7000,6,Yes,No,Yes,Yes,Yes
952,EJISU ROAD MANSION,4 in 1,4100,8,Yes,No,Yes,No,Yes
952,EJISU ROAD MANSION,3 in 1,9000,8,Yes,No,Yes,No,Yes
953,FAIRVIEW HEIGHTS,4 in 1,5000,11,No,No,No,Yes,No
953,FAIRVIEW HEIGHTS,3 in 1,8400,11,No,No,No,Yes,No
953,FAIRVIEW HEIGHTS,1 in 1,9800,11,No,No,No,Yes,No
954,AYEDUASE SUITES,2 in 1,8900,40,No,Yes,Yes,No,Yes
954,AYEDUASE SUITES,3 in 1,6000,40,No,Yes,Yes,No,Yes
955,RIVERSIDE CORNER,2 in 1,8100,110,Yes,Yes,No,No,No
955,RIVERSIDE CORNER,1 in 1,8400,110,Yes,Yes,No,No,No
955,RIVERSIDE CORNER,3 in 1,5400,110,Yes,Yes,No,No,No
955,RIVERSIDE CORNER,4 in 1,6000,110,Yes,Yes,No,No,No
956,FAITH VILLAGE,1 in 1,7300,45,Yes,No,Yes,No,No
956,FAITH VILLAGE,4 in 1,7300,45,Yes,No,Yes,No,No
957,AYIGYA POINT,3 in 1,6000,9,Yes,No,Yes,Yes,Yes
957,AYIGYA POINT,2 in 1,7800,9,Yes,No,Yes,Yes,Yes
958,EAGLE CHAMBERS,1 in 1,8700,6,Yes,Yes,Yes,No,Yes
958,EAGLE CHAMBERS,2 in 1,7200,6,Yes,Yes,Yes,No,Yes
959,IMPERIAL OASIS,4 in 1,6400,12,Yes,Yes,Yes,No,No
959,IMPERIAL OASIS,3 in 1,6000,12,Yes,Yes,Yes,No,No
959,IMPERIAL OASIS,1 in 1,9200,12,Yes,Yes,Yes,No,No
959,IMPERIAL OASIS,2 in 1,5700,12,Yes,Yes,Yes,No,No
960,STAR VILLA,2 in 1,7700,80,Yes,No,Yes,Yes,No
960,STAR VILLA,1 in 1,9800,80,Yes,No,Yes,Yes,No
960,STAR VILLA,4 in 1,4000,80,Yes,No,Yes,Yes,No
960,STAR VILLA,3 in 1,5700,80,Yes,No,Yes,Yes,No
961,DEDURU PLACE,1 in 1,8900,10,Yes,No,Yes,Yes,No
961,DEDURU PLACE,4 in 1,5800,10,Yes,No,Yes,Yes,No
961,DEDURU PLACE,3 in 1,7200,10,Yes,No,Yes,Yes,No
962,KRONUM PARK,2 in 1,8200,30,Yes,Yes,No,Yes,Yes
962,KRONUM PARK,4 in 1,6400,30,Yes,Yes,No,Yes,Yes
962,KRONUM PARK,1 in 1,9500,30,Yes,Yes,No,Yes,Yes
962,KRONUM PARK,3 in 1,7300,30,Yes,Yes,No,Yes,Yes
963,PHOENIX PARK,3 in 1,6300,9,No,Yes,No,No,No
963,PHOENIX PARK,2 in 1,8500,9,No,Yes,No,No,No
963,PHOENIX PARK,4 in 1,8300,9,No,Yes,No,No,No
963,PHOENIX PARK,1 in 1,8300,9,No,Yes,No,No,No
964,SUSUANSO HEIGHTS,2 in 1,6200,11,Yes,Yes,Yes,Yes,Yes
964,SUSUANSO HEIGHTS,1 in 1,9500,11,Yes,Yes,Yes,Yes,Yes
965,OXFORD LODGE HOSTEL,3 in 1,6500,20,No,Yes,No,No,No
965,OXFORD LODGE HOSTEL,4 in 1,2600,20,No,Yes,No,No,No
966,KENTINKRONO HALL,2 in 1,8700,11,Yes,No,Yes,No,No
966,KENTINKRONO HALL,3 in 1,5900,11,Yes,No,Yes,No,No
966,KENTINKRONO HALL,1 in 1,8300,11,Yes,No,Yes,No,No
967,AMBER VILLA,1 in 1,8700,10,Yes,No,Yes,Yes,Yes
967,AMBER VILLA,2 in 1,7800,10,Yes,No,Yes,Yes,Yes
967,AMBER VILLA,4 in 1,6600,10,Yes,No,Yes,Yes,Yes
968,KRONUM TOWERS,3 in 1,6000,4,Yes,Yes,No,Yes,No
968,KRONUM TOWERS,1 in 1,8900,4,Yes,Yes,No,Yes,No
969,OXFORD MANSION,1 in 1,8200,40,Yes,Yes,Yes,Yes,Yes
969,OXFORD MANSION,4 in 1,6600,40,Yes,Yes,Yes,Yes,Yes
969,OXFORD MANSION,2 in 1,8400,40,Yes,Yes,Yes,Yes,Yes
970,BOMSO CHAMBERS,3 in 1,5300,14,Yes,Yes,Yes,No,Yes
970,BOMSO CHAMBERS,1 in 1,9500,14,Yes,Yes,Yes,No,Yes
971,MEADOW HEIGHTS,4 in 1,4700,11,Yes,Yes,No,No,No
971,MEADOW HEIGHTS,1 in 1,9200,11,Yes,Yes,No,No,No
972,DEDURU VILLAGE,1 in 1,8800,11,Yes,No,Yes,No,No
972,DEDURU VILLAGE,2 in 1,9800,11,Yes,No,Yes,No,No
973,PLATINUM VIEW,1 in 1,8200,15,Yes,No,Yes,Yes,No
973,PLATINUM VIEW,4 in 1,5000,15,Yes,No,Yes,Yes,No
973,PLATINUM VIEW,3 in 1,6600,15,Yes,No,Yes,Yes,No
973,PLATINUM VIEW,2 in 1,7100,15,Yes,No,Yes,Yes,No
974,BRONZE RESIDENCE,1 in 1,9200,9,No,Yes,No,Yes,No
974,BRONZE RESIDENCE,4 in 1,3100,9,No,Yes,No,Yes,No
974,BRONZE RESIDENCE,3 in 1,5100,9,No,Yes,No,Yes,No
974,BRONZE RESIDENCE,2 in 1,6100,9,No,Yes,No,Yes,No
975,SOUTHERN HEIGHTS,2 in 1,8800,14,Yes,No,Yes,Yes,No
975,SOUTHERN HEIGHTS,1 in 1,9800,14,Yes,No,Yes,Yes,No
976,NATIONAL HAVEN,3 in 1,6500,9,No,Yes,Yes,No,Yes
976,NATIONAL HAVEN,4 in 1,5300,9,No,Yes,Yes,No,Yes
976,NATIONAL HAVEN,2 in 1,7600,9,No,Yes,Yes,No,Yes
977,BOADI INN,3 in 1,8300,6,No,Yes,Yes,Yes,No
977,BOADI INN,1 in 1,7500,6,No,Yes,Yes,Yes,No
977,BOADI INN,2 in 1,7900,6,No,Yes,Yes,Yes,No
977,BOADI INN,4 in 1,7000,6,No,Yes,Yes,Yes,No
978,EMERALD RESIDENCE,3 in 1,7400,15,Yes,Yes,Yes,Yes,No
978,EMERALD RESIDENCE,1 in 1,8600,15,Yes,Yes,Yes,Yes,No
978,EMERALD RESIDENCE,4 in 1,7000,15,Yes,Yes,Yes,Yes,No
978,EMERALD RESIDENCE,2 in 1,5000,15,Yes,Yes,Yes,Yes,No
979,KENTINKRONO JUNCTION,1 in 1,9100,4,Yes,Yes,Yes,Yes,Yes
979,KENTINKRONO JUNCTION,3 in 1,5700,4,Yes,Yes,Yes,Yes,Yes
979,KENTINKRONO JUNCTION,2 in 1,5000,4,Yes,Yes,Yes,Yes,Yes
980,GOLD TOWERS,2 in 1,8200,20,Yes,No,Yes,Yes,Yes
980,GOLD TOWERS,4 in 1,7600,20,Yes,No,Yes,Yes,Yes
980,GOLD TOWERS,1 in 1,8300,20,Yes,No,Yes,Yes,Yes
980,GOLD TOWERS,3 in 1,8000,20,Yes,No,Yes,Yes,Yes
981,GLOBAL APARTMENTS,3 in 1,9000,35,Yes,Yes,No,Yes,Yes
981,GLOBAL APARTMENTS,2 in 1,9300,35,Yes,Yes,No,Yes,Yes
981,GLOBAL APARTMENTS,1 in 1,9800,35,Yes,Yes,No,Yes,Yes
981,GLOBAL APARTMENTS,4 in 1,6600,35,Yes,Yes,No,Yes,Yes
982,STONE HALL,2 in 1,7600,6,No,Yes,Yes,Yes,Yes
982,STONE HALL,1 in 1,6900,6,No,Yes,Yes,Yes,Yes
983,EASTERN VILLAGE,2 in 1,7200,35,Yes,Yes,Yes,Yes,No
983,EASTERN VILLAGE,4 in 1,4200,35,Yes,Yes,Yes,Yes,No
983,EASTERN VILLAGE,1 in 1,9800,35,Yes,Yes,Yes,Yes,No
984,WOODLAND HOSTEL,2 in 1,7300,12,No,Yes,No,Yes,No
984,WOODLAND HOSTEL,4 in 1,5700,12,No,Yes,No,Yes,No
984,WOODLAND HOSTEL,1 in 1,8900,12,No,Yes,No,Yes,No
984,WOODLAND HOSTEL,3 in 1,6700,12,No,Yes,No,Yes,No
985,FAMILY HOMES,2 in 1,9800,6,Yes,Yes,Yes,No,No
985,FAMILY HOMES,3 in 1,5800,6,Yes,Yes,Yes,No,No
986,SUNSET GATE,4 in 1,5800,13,Yes,Yes,No,Yes,Yes
986,SUNSET GATE,2 in 1,6500,13,Yes,Yes,No,Yes,Yes
986,SUNSET GATE,3 in 1,4700,13,Yes,Yes,No,Yes,Yes
987,ATLANTIC PARK,3 in 1,5800,10,No,Yes,No,Yes,No
987,ATLANTIC PARK,1 in 1,8400,10,No,Yes,No,Yes,No
987,ATLANTIC PARK,4 in 1,4900,10,No,Yes,No,Yes,No
988,TRIUMPH VILLA,1 in 1,7700,40,No,Yes,Yes,Yes,No
988,TRIUMPH VILLA,3 in 1,4600,40,No,Yes,Yes,Yes,No
989,KRONUM COMPLEX,2 in 1,7400,12,Yes,No,Yes,No,No
989,KRONUM COMPLEX,3 in 1,4500,12,Yes,No,Yes,No,No
990,EMENA HAVEN,1 in 1,9100,8,Yes,No,No,No,No
990,EMENA HAVEN,2 in 1,7700,8,Yes,No,No,No,No
991,ASHFORD HOSTEL,4 in 1,3300,45,Yes,Yes,No,Yes,Yes
991,ASHFORD HOSTEL,1 in 1,8100,45,Yes,Yes,No,Yes,Yes
991,ASHFORD HOSTEL,2 in 1,6500,45,Yes,Yes,No,Yes,Yes
992,OFORIKROM HOMES,2 in 1,8000,7,Yes,Yes,Yes,No,Yes
992,OFORIKROM HOMES,4 in 1,7500,7,Yes,Yes,Yes,No,Yes
992,OFORIKROM HOMES,3 in 1,4000,7,Yes,Yes,Yes,No,Yes
993,GLORY SUITES,2 in 1,7700,8,No,Yes,No,Yes,Yes
993,GLORY SUITES,1 in 1,8300,8,No,Yes,No,Yes,Yes
994,MEADOW PARK,1 in 1,9100,4,Yes,Yes,Yes,No,No
994,MEADOW PARK,2 in 1,7800,4,Yes,Yes,Yes,No,No
995,CAMBRIDGE APARTMENTS,2 in 1,6500,14,No,No,No,Yes,No
995,CAMBRIDGE APARTMENTS,1 in 1,8100,14,No,No,No,Yes,No
996,SPRING LODGE,4 in 1,4300,11,No,Yes,No,No,Yes
996,SPRING LODGE,3 in 1,8200,11,No,Yes,No,No,Yes
997,OFORIKROM TOWERS,4 in 1,5500,5,Yes,Yes,Yes,No,No
997,OFORIKROM TOWERS,1 in 1,9800,5,Yes,Yes,Yes,No,No
997,OFORIKROM TOWERS,2 in 1,7500,5,Yes,Yes,Yes,No,No
998,PHOENIX MANOR,4 in 1,4400,40,Yes,No,Yes,No,No
998,PHOENIX MANOR,3 in 1,4500,40,Yes,No,Yes,No,No
998,PHOENIX MANOR,2 in 1,5100,40,Yes,No,Yes,No,No
998,PHOENIX MANOR,1 in 1,6900,40,Yes,No,Yes,No,No
999,GLORY TOWERS,1 in 1,8700,5,Yes,No,No,Yes,Yes
999,GLORY TOWERS,3 in 1,7400,5,Yes,No,No,Yes,Yes
999,GLORY TOWERS,4 in 1,3100,5,Yes,No,No,Yes,Yes
999,GLORY TOWERS,2 in 1,8800,5,Yes,No,No,Yes,Yes
1000,FAITH TOWERS,1 in 1,7900,15,Yes,Yes,Yes,No,No
1000,FAITH TOWERS,4 in 1,5700,15,Yes,Yes,Yes,No,No
1000,FAITH TOWERS,2 in 1,9800,15,Yes,Yes,Yes,No,No
1000,FAITH TOWERS,3 in 1,8000,15,Yes,Yes,Yes,No,No
